name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
OCZ Gold 4 GB,,"[3, 1600]","[2, 2]",,Black / Gold,10.0,8.0
OCZ Gold 6 GB,,"[3, 1600]","[3, 2]",,Black / Gold,10.0,8.0
OCZ Obsidian 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,11.25,9.0
OCZ Obsidian 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,11.25,9.0
OCZ Reaper X 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
OCZ Reaper HPC R2 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,8.75,7.0
OCZ Reaper HPC R2 12 GB,,"[3, 1600]","[6, 2]",,Black / Silver,8.75,7.0
OCZ Reaper HPC 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
OCZ Platinum 4 GB,,"[3, 1600]","[2, 2]",,Silver,7.5,6.0
OCZ Platinum 6 GB,,"[3, 1600]","[3, 2]",,Silver,7.5,6.0
OCZ Platinum 4 GB,,"[3, 1600]","[2, 2]",,Silver,11.25,9.0
OCZ Platinum 6 GB,,"[3, 1600]","[3, 2]",,Silver,11.25,9.0
OCZ Signature 4 GB,,"[3, 1600]","[2, 2]",,Green / Silver,11.25,9.0
OCZ Special Ops Edition 4 GB,,"[3, 1600]","[2, 2]",,Camo,10.0,8.0
OCZ Signature 4 GB,,"[3, 1600]","[2, 2]",,Red / Silver,10.0,8.0
OCZ OCZ3X1600R2LV6GK 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,10.0,8.0
OCZ Platinum XTE 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,8.75,7.0
OCZ Platinum XTE 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,8.75,7.0
Patriot PSD34G16002H 4 GB,,"[3, 1600]","[1, 4]",,Black / Silver,11.25,9.0
Wintec AMPX 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Mushkin Blackline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
Mushkin Blackline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,11.25,9.0
Mushkin Blackline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,8.75,7.0
Mushkin Ridgeback 4 GB,,"[3, 1600]","[2, 2]",,Black,7.5,6.0
Mushkin Silverline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,8.75,7.0
Mushkin Radioactive 4 GB,,"[3, 1600]","[2, 2]",,Black / Yellow,7.5,6.0
Mushkin Redline 4 GB,,"[3, 1600]","[2, 2]",,Red,7.5,6.0
Mushkin Blackline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,11.25,9.0
Mushkin Blackline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,8.75,7.0
Mushkin Blackline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,10.0,8.0
Mushkin Blackline 12 GB,,"[3, 1600]","[3, 4]",,Black / Silver,11.25,9.0
Mushkin Blackline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,11.25,9.0
Mushkin Ridgeback 6 GB,,"[3, 1600]","[3, 2]",,Black,10.0,8.0
Mushkin Silverline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,8.75,7.0
ADATA Premier 4 GB,,"[3, 1333]","[2, 2]",,Green,13.503,9.0
Corsair XMS3 12 GB,,"[3, 1333]","[3, 4]",,Black / White,13.503,9.0
Corsair XMS3 2 GB,,"[3, 1333]","[1, 2]",,Black / White,13.503,9.0
Crucial Ballistix 1 GB,,"[3, 1333]","[1, 1]",,Green,10.503,7.0
Crucial Ballistix 2 GB,,"[3, 1333]","[1, 2]",,Orange / White,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[1, 2]",,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[1, 2]",,Green / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[1, 2]",,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[1, 2]",,Red / Silver,10.503,7.0
Crucial Ballistix 2 GB,,"[3, 1333]","[2, 1]",,Orange / White,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[2, 1]",,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,,"[3, 1333]","[2, 1]",,Red / Silver,10.503,7.0
Crucial Ballistix 4 GB,,"[3, 1333]","[2, 2]",,Orange / White,10.503,7.0
Crucial Ballistix Tracer 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 4 GB,,"[3, 1333]","[2, 2]",,Green / Silver,10.503,7.0
Crucial Ballistix Tracer 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 3 GB,,"[3, 1333]","[3, 1]",,Green / Silver,10.503,7.0
Crucial Ballistix Tracer 3 GB,,"[3, 1333]","[3, 1]",,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 3 GB,,"[3, 1333]","[3, 1]",,Red / Silver,10.503,7.0
Crucial Ballistix 6 GB,,"[3, 1333]","[3, 2]",,Orange / White,10.503,7.0
Crucial Ballistix Tracer 6 GB,,"[3, 1333]","[3, 2]",,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 6 GB,,"[3, 1333]","[3, 2]",,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 6 GB,,"[3, 1333]","[3, 2]",,Red / Silver,10.503,7.0
Kingston HyperX 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,10.503,7.0
Kingston HyperX 3 GB,,"[3, 1333]","[3, 1]",,Blue / Silver,10.503,7.0
Kingston HyperX 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,10.503,7.0
Kingston HyperX 6 GB,,"[3, 1333]","[3, 2]",,Blue / Silver,10.503,7.0
Kingston HyperX 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,13.503,9.0
Kingston HyperX 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,13.503,9.0
Kingston HyperX 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,10.503,7.0
Kingston Blu 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,13.503,9.0
Kingston HyperX Blu 2 GB,,"[3, 1333]","[1, 2]",,Blue / Silver,13.503,9.0
Kingston HyperX T1 3 GB,,"[3, 2000]","[3, 1]",,Blue,9.0,9.0
Kingston HyperX 2 GB,,"[3, 1800]","[2, 1]",,Blue / Silver,10.0,9.0
Kingston HyperX T1 4 GB,,"[3, 2000]","[2, 2]",,Blue,9.0,9.0
Kingston HyperX T1 6 GB,,"[3, 2000]","[3, 2]",,Blue,9.0,9.0
Kingston HyperX T1 3 GB,,"[3, 1800]","[3, 1]",,Blue,10.0,9.0
Kingston HyperX T1 6 GB,,"[3, 1800]","[3, 2]",,Blue,10.0,9.0
Kingston HyperX T1 4 GB,,"[3, 2133]","[2, 2]",,Blue,8.439,9.0
Kingston HyperX T1 3 GB,,"[3, 1866]","[3, 1]",,Blue,9.646,9.0
Kingston HyperX T1 8 GB,,"[3, 2133]","[4, 2]",,Blue,8.439,9.0
Kingston HyperX T1 6 GB,,"[3, 2000]","[3, 2]",,Blue,9.0,9.0
Kingston HyperX T1 6 GB,,"[3, 1800]","[3, 2]",,Blue,10.0,9.0
Kingston HyperX 3 GB,,"[3, 1866]","[3, 1]",,Blue / Silver,9.646,9.0
Kingston HyperX T1 6 GB,,"[3, 1866]","[3, 2]",,Blue,9.646,9.0
Kingston HyperX 3 GB,,"[3, 1800]","[3, 1]",,Blue / Silver,10.0,9.0
Kingston HyperX 3 GB,,"[3, 2000]","[3, 1]",,Blue / Silver,9.0,9.0
Kingston HyperX 4 GB,,"[3, 1800]","[2, 2]",,Blue / Silver,10.0,9.0
G.Skill F3-10600CL9D-2GBNQ 2 GB,,"[3, 1333]","[2, 1]",,Red / Silver,13.503,9.0
G.Skill F3-10600CL9D-2GBPK 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,13.503,9.0
G.Skill F3-10600CL8D-4GBHK 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,12.003,8.0
G.Skill F3-10600CL9D-4GBPK 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,13.503,9.0
G.Skill F3-10600CL9D-4GBNT 4 GB,,"[3, 1333]","[2, 2]",,Green,13.503,9.0
G.Skill F3-10600CL8D-2GBHK 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,12.003,8.0
G.Skill F3-10666CL8D-2GBHK 2 GB,,"[3, 1333]","[2, 1]",,Blue / Silver,12.003,8.0
G.Skill F3-10600CL9S-2GBNT 2 GB,,"[3, 1333]","[1, 2]",,Green,13.503,9.0
G.Skill F3-10666CL7T-3GBPK 3 GB,,"[3, 1333]","[3, 1]",,Blue / Silver,10.503,7.0
G.Skill Ripjaws 12 GB,,"[3, 1333]","[3, 4]",,Black / Red,10.503,7.0
G.Skill F3-10666CL8D-4GBHK 4 GB,,"[3, 1333]","[2, 2]",,Blue / Silver,12.003,8.0
G.Skill Ripjaws 4 GB,,"[3, 1333]","[2, 2]",,Black / Blue,12.003,8.0
G.Skill ECO 4 GB,,"[3, 1333]","[2, 2]",,White,13.503,9.0
G.Skill ECO 4 GB,,"[3, 1333]","[2, 2]",,Silver,12.003,8.0
G.Skill ECO 4 GB,,"[3, 1333]","[2, 2]",,White,10.503,7.0
G.Skill F3-10666CL7T-6GBPK 6 GB,,"[3, 1333]","[3, 2]",,Blue / Silver,10.503,7.0
G.Skill Ripjaws X 4 GB,,"[3, 1333]","[2, 2]",,Black / Blue,12.003,8.0
G.Skill Ripjaws X 8 GB,,"[3, 1333]","[2, 4]",,Black / Blue,10.503,7.0
G.Skill Ripjaws X 16 GB,,"[3, 1333]","[4, 4]",,Black / Blue,10.503,7.0
G.Skill Ripjaws 12 GB,,"[3, 1333]","[3, 4]",,Black / Red,13.503,9.0
G.Skill F3-8500CL7D-2GBNQ 2 GB,,"[3, 1066]","[2, 1]",,Red / Silver,13.133,7.0
G.Skill Flare 4 GB,,"[3, 2000]","[2, 2]",,Black / Red,9.0,9.0
G.Skill Flare 4 GB,,"[3, 1800]","[2, 2]",,Black / Red,10.0,9.0
G.Skill Ripjaws 4 GB,5999.0,"[3, 1333]","[2, 2]",14.998,Black / Red,13.503,9.0
G.Skill Ripjaws 8 GB,,"[3, 2000]","[2, 4]",,Black / Blue,9.0,9.0
G.Skill F3-10666CL9T2-12GBNQ 12 GB,,"[3, 1333]","[6, 2]",,Red / Silver,13.503,9.0
G.Skill Ripjaws+ Turbulence II 4 GB,,"[3, 2000]","[2, 2]",,Black / Red,9.0,9.0
G.Skill Ripjaws 4 GB,,"[3, 2000]","[2, 2]",,Black / Blue,9.0,9.0
G.Skill F3-10666CL9T-3GBNQ 3 GB,,"[3, 1333]","[3, 1]",,Red / Silver,13.503,9.0
G.Skill Ripjaws + Turbulence II 6 GB,,"[3, 2000]","[3, 2]",,Black / Red,9.0,9.0
G.Skill Trident+ Turbulence II 6 GB,,"[3, 2000]","[3, 2]",,Black / Red,9.0,9.0
G.Skill PIS 4 GB,,"[3, 2200]","[2, 2]",,Black / Blue,6.364,7.0
G.Skill Trident+ Turbulence II 4 GB,,"[3, 2000]","[2, 2]",,Black / Red,9.0,9.0
G.Skill Value 4 GB,,"[3, 1333]","[1, 4]",,Black,13.503,9.0
G.Skill Trident + Turbulence II 8 GB,,"[3, 2000]","[2, 4]",,Black / Red,9.0,9.0
G.Skill Trident+ Turbulence II 12 GB,,"[3, 2000]","[3, 4]",,Black / Red,9.0,9.0
G.Skill ECO 8 GB,,"[3, 1333]","[4, 2]",,Silver,13.503,9.0
G.Skill PI + Turbulence 4 GB,,"[3, 2133]","[2, 2]",,Black / Blue,6.564,7.0
G.Skill Flare 8 GB,,"[3, 2000]","[2, 4]",,Black / Red,9.0,9.0
G.Skill Ripjaws X 16 GB,,"[3, 1600]","[4, 4]",,Black / Blue,8.75,7.0
G.Skill Ripjaws X + Turbulence II 8 GB,,"[3, 2133]","[2, 4]",,Black / Red,8.439,9.0
G.Skill Ripjaws X + Turbulence II 4 GB,,"[3, 2200]","[2, 2]",,Black / Red,8.182,9.0
G.Skill Ripjaws X + Turbulence II 4 GB,,"[3, 2133]","[2, 2]",,Black / Blue,6.564,7.0
G.Skill Ripjaws X 4 GB,,"[3, 1600]","[2, 2]",,Black / Blue,8.75,7.0
G.Skill Ripjaws X + Turbulence II 4 GB,,"[3, 2133]","[2, 2]",,Black / Blue,8.439,9.0
ADATA XPG Gaming 6 GB,,"[3, 2000]","[3, 2]",,Black / Silver,9.0,9.0
ADATA XPG Gaming 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,9.0,9.0
ADATA XPG Gaming Series v2.0 8 GB,,"[3, 2000]","[2, 4]",,Black / Green,9.0,9.0
ADATA XPG Gaming 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,9.0,9.0
Corsair Dominator GTX 2 GB,,"[3, 2400]","[1, 2]",,Black / Red,7.5,9.0
Corsair XMS3 4 GB,,"[3, 2000]","[2, 2]",,Black / White,9.0,9.0
Corsair XMS3 6 GB,,"[3, 2000]","[3, 2]",,Black / White,9.0,9.0
Corsair XMS3 12 GB,,"[3, 2000]","[3, 4]",,Black / White,9.0,9.0
Crucial Ballistix 4 GB,,"[3, 2133]","[2, 2]",,Black / Orange,8.439,9.0
Crucial Ballistix 6 GB,,"[3, 2133]","[3, 2]",,Black / Orange,8.439,9.0
Crucial Ballistix 4 GB,,"[3, 1866]","[2, 2]",,Black / Orange,9.646,9.0
Crucial Ballistix 2 GB,,"[3, 1866]","[1, 2]",,Black / Orange,9.646,9.0
Crucial Ballistix 6 GB,,"[3, 1866]","[3, 2]",,Black / Orange,9.646,9.0
Crucial Ballistix Tracer 4 GB,,"[3, 1333]","[2, 2]",,Red / Silver,10.503,7.0
Crucial Ballistix Smart Tracer 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Smart Tracer 2 GB,,"[3, 1600]","[1, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Smart Tracer 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Smart Tracer 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Smart Tracer 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Smart Tracer 2 GB,,"[3, 1600]","[1, 2]",,Black / Silver,10.0,8.0
G.Skill PI + Turbulence II 4 GB,,"[3, 2400]","[2, 2]",,Black / Blue,6.667,8.0
GeIL Black Dragon 4 GB,,"[3, 1066]","[2, 2]",,Black / Gold,13.133,7.0
GeIL Black Dragon 4 GB,,"[3, 1333]","[2, 2]",,Black / Gold,13.503,9.0
GeIL Black Dragon 4 GB,,"[3, 1333]","[2, 2]",,Black / Gold,10.503,7.0
GeIL Black Dragon 12 GB,,"[3, 1333]","[6, 2]",,Black / Gold,13.503,9.0
GeIL Black Dragon 4 GB,,"[3, 1333]","[2, 2]",,Black / Gold,9.002,6.0
GeIL Value PLUS 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,13.503,9.0
GeIL Value PLUS 12 GB,,"[3, 1333]","[6, 2]",,Black / Silver,13.503,9.0
GeIL Value PLUS 6 GB,,"[3, 1066]","[3, 2]",,Black / Silver,13.133,7.0
GeIL Value PLUS 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,10.503,7.0
GeIL Value PLUS 8 GB,,"[3, 1333]","[2, 4]",,Black / Silver,13.503,9.0
GeIL Value PLUS 4 GB,,"[3, 1066]","[1, 4]",,Black / Silver,13.133,7.0
GeIL Value PLUS 4 GB,,"[3, 1333]","[1, 4]",,Black / Silver,13.503,9.0
GeIL Value PLUS 8 GB,,"[3, 1066]","[2, 4]",,Black / Silver,13.133,7.0
GeIL Value PLUS 6 GB,,"[3, 1333]","[3, 2]",,Black / Silver,13.503,9.0
OCZ Reaper Edition 12 GB,,"[3, 1333]","[3, 4]",,Black / Silver,13.503,9.0
OCZ Reaper X 8 GB,,"[3, 1333]","[2, 4]",,Black / Silver,13.503,9.0
OCZ Reaper Edition 8 GB,,"[3, 1333]","[2, 4]",,Black / Silver,13.503,9.0
OCZ Reaper HPC 4 GB,,"[3, 2133]","[2, 2]",,Black / Silver,8.439,9.0
OCZ Reaper HPC 16 GB,,"[3, 1333]","[4, 4]",,Black / Silver,13.503,9.0
OCZ Reaper HPC 24 GB,,"[3, 1333]","[6, 4]",,Black / Silver,13.503,9.0
GeIL Evo Two 4 GB,,"[3, 1333]","[2, 2]",,Black / Red,9.002,6.0
Patriot Viper II Sector 5 4 GB,,"[3, 1333]","[2, 2]",,Black / Red,10.503,7.0
Patriot Viper II Sector 7 Edition 24 GB,,"[3, 1333]","[6, 4]",,Black / Blue,13.503,9.0
Patriot Viper II ‘Sector 7’ Edition 12 GB,,"[3, 2000]","[3, 4]",,Black / Blue,9.0,9.0
Patriot Viper Xtreme 6 GB,,"[3, 2000]","[3, 2]",,Black / Silver,9.0,9.0
Patriot Viper Xtreme 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,9.0,9.0
Patriot Viper II Sector 7 Edition 6 GB,,"[3, 2000]","[3, 2]",,Black / Blue,9.0,9.0
Patriot Viper Xtreme 12 GB,,"[3, 2000]","[3, 4]",,Black / Silver,9.0,9.0
Patriot Viper II Sector 7 Edition 12 GB,,"[3, 1333]","[3, 4]",,Black / Blue,13.503,9.0
Patriot Viper Xtreme 8 GB,,"[3, 2000]","[2, 4]",,Black / Silver,9.0,9.0
"Patriot Viper Xtreme Series, Division 2 4 GB",,"[3, 1866]","[2, 2]",,Black / Silver,9.646,9.0
Patriot Gamer 2 4 GB,,"[3, 1333]","[2, 2]",,Black / Blue,13.503,9.0
Patriot Gamer 2 4 GB,,"[3, 1600]","[2, 2]",,Black / Blue,11.25,9.0
"Patriot Viper Xtreme Series, Division 2 4 GB",,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Patriot Gamer 2 8 GB,,"[3, 1333]","[2, 4]",,Black / Blue,13.503,9.0
"Patriot Viper Xtreme Series, Division 2 8 GB",,"[3, 1600]","[2, 4]",,Black / Silver,10.0,8.0
OCZ Gold 8 GB,,"[3, 1333]","[4, 2]",,Black / Gold,13.503,9.0
OCZ Platinum 4 GB,,"[3, 1333]","[2, 2]",,Silver,12.003,8.0
OCZ Platinum 4 GB,,"[3, 2000]","[2, 2]",,Silver,9.0,9.0
OCZ Gold 6 GB,,"[3, 2000]","[3, 2]",,Black / Gold,10.0,10.0
OCZ Platinum 6 GB,,"[3, 1333]","[3, 2]",,Silver,12.003,8.0
OCZ Gold 4 GB,,"[3, 1333]","[1, 4]",,Black / Gold,13.503,9.0
OCZ Gold 4 GB,,"[3, 2000]","[2, 2]",,Black / Gold,10.0,10.0
OCZ Platinum 4 GB,,"[3, 2133]","[2, 2]",,Silver,8.439,9.0
OCZ Platinum XTE 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,7.5,6.0
OCZ Platinum XTE 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,7.5,6.0
OCZ Platinum 24 GB,,"[3, 1333]","[6, 4]",,Silver,13.503,9.0
OCZ Gold 24 GB,,"[3, 1333]","[6, 4]",,Black / Gold,13.503,9.0
OCZ Platinum XTE 4 GB,,"[3, 2133]","[2, 2]",,Black / Silver,8.439,9.0
Kingston ValueRAM 3 GB,,"[3, 1333]","[3, 1]",,Green,13.503,9.0
Mushkin Silverline 2 GB,,"[3, 1333]","[1, 2]",,White,13.503,9.0
Mushkin Silverline 8 GB,2631.0,"[3, 1333]","[2, 4]",3.289,Black / Gray,13.503,9.0
Mushkin Silverline 6 GB,,"[3, 1333]","[3, 2]",,Silver,13.503,9.0
Mushkin Silverline 6 GB,,"[3, 1333]","[3, 2]",,Silver,13.503,9.0
Mushkin Silverline 4 GB,,"[3, 1333]","[2, 2]",,Black / Gray,13.503,9.0
Mushkin Silverline 4 GB,,"[3, 1333]","[2, 2]",,White,13.503,9.0
Mushkin Blackline 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,12.003,8.0
Mushkin Blackline 6 GB,,"[3, 1333]","[3, 2]",,Black / Silver,12.003,8.0
Mushkin Blackline 6 GB,,"[3, 1333]","[3, 2]",,Black / Silver,10.503,7.0
Patriot Extreme Performance Gaming 6 GB,,"[3, 1333]","[3, 2]",,Black / Green,13.503,9.0
Patriot G Series Sector 5 Edition 8 GB,,"[3, 1333]","[4, 2]",,Black / Red,13.503,9.0
Patriot G Series Sector 5 Edition 4 GB,,"[3, 2000]","[2, 2]",,Black / Red,9.0,9.0
GeIL Evo Two 4 GB,,"[3, 2000]","[2, 2]",,Black / Red,9.0,9.0
GeIL Ultra PLUS 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,9.0,9.0
GeIL Ultra PLUS 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,9.002,6.0
GeIL Value 2 GB,,"[3, 1066]","[1, 2]",,Silver,13.133,7.0
GeIL Value 2 GB,,"[3, 1333]","[1, 2]",,Silver,13.503,9.0
GeIL GV34GB1066C7DC 4 GB,,"[3, 1066]","[2, 2]",,Silver,13.133,7.0
Kingston HyperX T1 4 GB,,"[3, 2250]","[2, 2]",,Blue,8.0,9.0
OCZ Flex EX 12 GB,,"[3, 2133]","[3, 4]",,Black / Silver,9.376,10.0
Kingston HyperX 3 GB,,"[3, 2333]","[3, 1]",,Blue,7.715,9.0
Kingston HyperX 3 GB,,"[3, 2333]","[3, 1]",,Blue,7.715,9.0
Kingston HyperX 6 GB,,"[3, 2250]","[3, 2]",,Blue,8.0,9.0
OCZ Gold XTE 4 GB,,"[3, 2000]","[2, 2]",,Black / Gold,10.0,10.0
Kingston KVR1333D3/1GR 1 GB,,"[3, 1333]","[1, 1]",,Green,13.503,9.0
Kingston KVR1066D3N7K3/6G 6 GB,,"[3, 1066]","[3, 2]",,Green,13.133,7.0
Kingston KVR1066D3N7K3/3G 3 GB,,"[3, 1066]","[3, 1]",,Green,13.133,7.0
Kingston KVR1066D3/2GR 2 GB,,"[3, 1066]","[1, 2]",,Green,13.133,7.0
Kingston KVR1066D3K2/4GR 4 GB,,"[3, 1066]","[2, 2]",,Green,13.133,7.0
Kingston KVR1066D3N7K3/12G 12 GB,,"[3, 1066]","[3, 4]",,Green,13.133,7.0
OCZ Flex II 8 GB,,"[3, 1333]","[2, 4]",,Black / Silver,13.503,9.0
OCZ Signature 4 GB,,"[3, 1333]","[2, 2]",,Red / Silver,13.503,9.0
Mushkin SP 6 GB,,"[3, 1333]","[3, 2]",,Green,13.503,9.0
PNY Optima 4 GB,6843.000000000001,"[3, 1333]","[1, 4]",17.108,Orange,13.503,9.0
Mushkin Redline 4 GB,,"[3, 1600]","[2, 2]",,Red / Silver,7.5,6.0
Crucial CT2KIT12864BA1067 2 GB,,"[3, 1066]","[2, 1]",,Green,13.133,7.0
Kingston ValueRAM 2 GB,,"[3, 1066]","[2, 1]",,Green,13.133,7.0
Kingston HyperX Blu 4 GB,,"[3, 1600]","[2, 2]",,Gray / Silver,11.25,9.0
Kingston HyperX Grey 4 GB,,"[3, 2133]","[2, 2]",,Gray / Silver,8.439,9.0
Patriot Signature 4 GB,,"[3, 1600]","[2, 2]",,Green,11.25,9.0
OCZ Gold XTE 6 GB,,"[3, 2000]","[3, 2]",,Black / Gold,10.0,10.0
OCZ Platinum XTE 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,8.0,8.0
OCZ Platinum XTE 4 GB,,"[3, 2000]","[2, 2]",,Black / Silver,9.0,9.0
G.Skill PIS 4 GB,,"[3, 2000]","[2, 2]",,Black / Blue,9.0,9.0
Mushkin Silverline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,11.25,9.0
Mushkin Silverline 6 GB,,"[3, 1600]","[3, 2]",,Black / Silver,11.25,9.0
G.Skill Ripjaws X 4 GB,,"[3, 1600]","[2, 2]",,Black / Blue,10.0,8.0
G.Skill Ripjaws X 4 GB,,"[3, 1866]","[2, 2]",,Black / Blue,8.574,8.0
G.Skill Ripjaws X 4 GB,,"[3, 2133]","[2, 2]",,Black / Red,8.439,9.0
G.Skill Ripjaws X + Turbulence II 4 GB,,"[3, 2133]","[2, 2]",,Black / Blue,7.501,8.0
G.Skill Ripjaws X + Turbulence II 16 GB,,"[3, 2133]","[4, 4]",,Black / Red,8.439,9.0
Mushkin Radioactive 4 GB,,"[3, 1600]","[2, 2]",,Black / Yellow,7.5,6.0
Mushkin Blackline 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,7.5,6.0
Corsair Dominator 4 GB,,"[3, 1600]","[2, 2]",,Black / Blue,11.25,9.0
Kingston KHX1333C7AD3/4G 4 GB,,"[3, 1333]","[1, 4]",,Blue / Silver,10.503,7.0
Mushkin Redline 8 GB,,"[3, 1600]","[2, 4]",,Red,8.75,7.0
G.Skill Ripjaws X + Turbulence II 4 GB,,"[3, 2200]","[2, 2]",,Black / Blue,8.182,9.0
G.Skill ECO 8 GB,,"[3, 1600]","[4, 2]",,Silver,11.25,9.0
Kingston HyperX T1 4 GB,,"[3, 1600]","[2, 2]",,Blue,11.25,9.0
Corsair Dominator 24 GB,,"[3, 1333]","[6, 4]",,Black / Blue,13.503,9.0
Crucial Ballistix 3 GB,,"[3, 1600]","[3, 1]",,Black / White,10.0,8.0
Mushkin Redline 8 GB,,"[3, 1600]","[2, 4]",,Red / Silver,8.75,7.0
Mushkin Radioactive 6 GB,,"[3, 1600]","[3, 2]",,Yellow / Black,7.5,6.0
OCZ Gold 12 GB,,"[3, 1600]","[6, 2]",,Black / Gold,10.0,8.0
Kingston HyperX T1 4 GB,,"[3, 1866]","[2, 2]",,Blue,9.646,9.0
Corsair XMS 8 GB,,"[3, 1600]","[2, 4]",,Black / Blue,10.0,8.0
ADATA XPG Gaming 12 GB,,"[3, 1600]","[3, 4]",,Black / Silver,11.25,9.0
Crucial Ballistix 3 GB,,"[3, 1333]","[3, 1]",,Orange / White,10.503,7.0
G.Skill Ripjaws 12 GB,,"[3, 1600]","[3, 4]",,Black / Blue,8.75,7.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black,11.25,9.0
Kingston HyperX T1 8 GB,,"[3, 1600]","[2, 4]",,Blue,11.25,9.0
Kingston HyperX T1 Black 6 GB,,"[3, 1600]","[3, 2]",,Black,11.25,9.0
Mushkin Redline 12 GB,,"[3, 1600]","[3, 4]",,Red,8.75,7.0
Mushkin Redline 12 GB,,"[3, 1600]","[3, 4]",,Red,8.75,7.0
Kingston HyperX T1 Black 12 GB,,"[3, 1600]","[3, 4]",,Black,11.25,9.0
Corsair Dominator GT 4 GB,,"[3, 2133]","[2, 2]",,Black / Red,8.439,9.0
Corsair Vengeance 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,11.25,9.0
Crucial Ballistix Sport 4 GB,,"[2, 800]","[2, 2]",,Black / Silver,12.5,5.0
Crucial Ballistix Sport 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,13.503,9.0
Crucial Ballistix Sport 6 GB,,"[3, 1333]","[3, 2]",,Black / Silver,13.503,9.0
Crucial Ballistix Sport 2 GB,,"[3, 1333]","[1, 2]",,Black / Silver,13.503,9.0
